CLNDN	Occurrence
Knee_flexion_contracture	3
Myokymia_1	3
Ovalocytosis	3
Severe_combined_immunodeficiency_due_to_CD70_deficiency	3
Maturity-onset_diabetes_of_the_young_type_9	3
Thrombocytopenia_3	3
Proteasome-associated_autoinflammatory_syndrome_4	3
recessive_ARS-related_multisystem_disease	3
peginterferon_alfa-2a	3
Severe_muscular_hypotonia	3
Myopathic_facies	3
Proteasome-associated_autoinflammatory_syndrome_2	3
Myocardial_infarction_1	3
Ovarian_dysgenesis_7	3
Renal_hypodysplasia/aplasia_2	3
Thin_skin	3
Prostate_cancer_susceptibility	3
Short-rib_thoracic_dysplasia_18_with_polydactyly	3
Microcephaly_24	3
Thromboxane_synthetase_deficiency	3
Proximal_amyotrophy	3
Median_cleft_lip	3
Retinitis_pigmentosa_47	3
NEURODEVELOPMENTAL_DISORDER_WITH_DYSMORPHIC_FACIES_AND_CEREBELLAR_HYPOPLASIA	3
Torsion_dystonia_2	3
Marbach-Schaaf_neurodevelopmental_syndrome	3
Semilobar_holoprosencephaly	3
Pseudoarthrosis	3
Myotonic_dystrophy	3
Tongue_fasciculations	3
Toe_syndactyly	3
Myopia_28	3
Proximal_muscle_weakness_in_upper_limbs	3
Keratitis_ichthyosis_and_deafness_syndrome	3
Loss_of_ability_to_walk	3
Severe_T-cell_immunodeficiency	3
Thyroxine-binding_globulin_deficiency	3
Myopia_26	3
Myopia_25	3
Myopia_23	3
Proximal_spinal_muscular_atrophy	3
Prolonged_bleeding_time	3
L-ferritin_deficiency	3
Multiple_epiphyseal_dysplasia	3
Systemic_autoinflammation	3
TMEM199-CDG	3
Regressive_spondylometaphyseal_dysplasia	3
Silver-russell_syndrome_4	3
TET3-Related_Disease	3
Sinus_node_disease	3
TBL1XR1-Related_Disorder	3
Megacystis-microcolon-intestinal_hypoperistalsis_syndrome_3	3
T-cell_acute_lymphoblastic_leukemia	3
Synpolydactyly_2	3
PROTEASOME-ASSOCIATED_AUTOINFLAMMATORY_SYNDROME_1	3
Skin_tags	3
Primary_progressive_aphasia	3
Syndromic_congenital_hemolytic_and_dyserythropoietic_anemia	3
Recurrent_fever	3
Pancreatic_lipase_deficiency	3
Retinitis_pigmentosa_70	3
Sleep_apnea	3
Syndromic_Infantile_Encephalopathy	3
PTEN_hamartoma_tumor_syndromes	3
Retinitis_pigmentosa_67	3
Short_metacarpal	3
Tapered_finger	3
PAN2-related_multiple_congenital_anomalies_syndrome	3
PARKINSON_DISEASE_24	3
Progressive_neurologic_deterioration	3
PCSK9-Related_Disorders	3
Telecanthus	3
Short_toe	3
PEPTIDE_TRANSPORTER_PSF2_POLYMORPHISM	3
LEPTIN_RECEPTOR_POLYMORPHISM	3
PEX7-Related_Disorders	3
TRRAP-related_neurodevelopmental_disorder	3
Limb_undergrowth	3
PIGT-related_disorder	3
LIG4-Related_Disorders	3
LIPOPROTEIN(a)_POLYMORPHISM	3
MKS1-Related_Disorders	3
Tachycardia	3
TUBA1A-associated_tubulinopathy	3
LUNG_CANCER	3
Spontaneous_hematomas	3
Hyperpigmentation_of_the_skin	3
FGA-Related_Disorders	3
Dyslexia_1	3
EVC-Related_Disorders	3
EPIDERMOLYSIS_BULLOSA_SIMPLEX_2D	3
EMG:_myotonic_runs	3
EMG:_myotonic_discharges	3
EEG_with_generalized_epileptiform_discharges	3
Dystonia_33	3
Duane_anomaly	3
Early_onset_epileptic_encephalopathy	3
Dry_skin	3
Distal_shortening_of_limbs	3
Distal_sensory_impairment	3
Distal_lower_limb_amyotrophy	3
Dilated_cardiomyopathy_1LL	3
Diencephalic-mesencephalic_junction_dysplasia_syndrome	3
Early-onset_coronary_artery_disease	3
Ectodermal_dysplasia_9	3
Diarrhea_10	3
Exaggerated_startle_response	3
Familial_chronic_mucocutaneous_candidiasis	3
Familial_advanced_sleep_phase_syndrome_1	3
FRONTOTEMPORAL_DEMENTIA_WITH_TDP43_INCLUSIONS	3
FBN1-Related_Disorders	3
Extra_oral_halitosis	3
Exfoliation_syndrome	3
Esotropia	3
Eculizumab	3
Episodic_flaccid_weakness	3
Epilepsy_of_infancy_with_migrating_focal_seizures	3
Eosinophil_peroxidase_deficiency	3
Enzyme_activity_finding	3
Emery-Dreifuss_muscular_dystrophy_6	3
Elevated_circulating_alkaline_phosphatase_concentration	3
Diencephalic-mesencephalic_junction_dysplasia	3
Diamond-Blackfan_anemia_4	3
Combined_oxidative_phosphorylation_deficiency_22	3
Congenital_omphalocele	3
Cromer_blood_group_system	3
Craniosynostosis_6	3
Corticobasal_syndrome	3
Coronary_heart_disease_7	3
Coronary_artery_disease/myocardial_infarction	3
Continuous_spike_and_waves_during_slow_sleep	3
Congenital_heart_disease_(variable)	3
Cutaneous_photosensitivity	3
Congenital_disorders_of_glycosylation_type_II	3
Congenital_anomaly_of_face	3
Conductive_hearing_impairment	3
Common_variable_immunodeficiency_5	3
Common_variable_immunodeficiency_11	3
Combined_oxidative_phosphorylation_deficiency_43	3
Cutaneous_mastocytosis	3
Cutaneous_telangiectasia_and_cancer_syndrome	3
Diamond-Blackfan_anemia_13	3
Decreased_fetal_movement	3
Developmental_and_epileptic_encephalopathy_96	3
Dermatofibrosarcoma_protuberans	3
Dentin_dysplasia	3
Dentatorubral-pallidoluysian_atrophy	3
Deleterious_RAD51D_Gene_Mutation	3
Decreased_nerve_conduction_velocity	3
Decreased_activity_of_the_pyruvate_dehydrogenase_complex	3
Cutis_Laxa	3
Death_in_early_adulthood	3
DYSKINESIA_WITH_OROFACIAL_INVOLVEMENT	3
DRUG_METABOLISM	3
DLL3-Related_Disorders	3
DEVELOPMENTAL_AND_EPILEPTIC_ENCEPHALOPATHY_98	3
DELAYED_PUBERTY	3
Familial_dilated_cardiomyopathy_and_peripheral_neuropathy	3
Familial_hyperprolactinemia	3
Familial_isolated_dilated_cardiomyopathy	3
Humerofemoral_hypoplasia_with_radiotibial_ray_deficiency	3
Hyperinsulinism_due_to_HNF4A_deficiency	3
Hyperextensibility_at_elbow	3
Hyperekplexia_4	3
Hyperbiliverdinemia	3
Hyper-IgE_recurrent_infection_syndrome_5	3
Huntington_disease	3
Horseshoe_kidney	3
Hypermethioninemia	3
Heyn-Sproul-Jackson_syndrome	3
Hereditary_site-specific_ovarian_cancer_syndrome	3
Hepatosplenomegaly	3
Hepatic_cysts	3
Hemosiderosis	3
Hemoglobin_Lepore_trait	3
Hyperkalemia	3
Hyperparathyroidism_4	3
Familial_progressive_hyperpigmentation_with_or_without_hypopigmentation	3
Hypoplastic_aortic_arch	3
Hypotrichosis_with_juvenile_macular_dystrophy	3
Hypotrichosis_2	3
Hypotrichosis_13	3
Hypotrichosis-lymphedema-telangiectasia_syndrome	3
Hypotrichosis-lymphedema-telangiectasia-renal_defect_syndrome	3
Hypothalamic_hypothyroidism	3
Hypoplasia_of_the_maxilla	3
Hypochondrogenesis	3
Hypopigmented_skin_patches	3
Hypopigmentation_of_the_skin	3
Hypokalemia	3
Hypogonadotropic_hypogonadism_21_with_or_without_anosmia	3
Hypogonadotropic_hypogonadism_18_with_anosmia	3
Hypogonadotropic_hypogonadism_15_with_or_without_anosmia	3
Hemochromatosis	3
Hematochezia	3
Harderoporphyria	3
GLB1-Related_Disorders	3
Gastrointestinal_dysmotility	3
Galloway-Mowat_syndrome_8	3
Galloway-Mowat_syndrome_6	3
Gallbladder_disease_4	3
GPSM2-Related_Disorders	3
GNPTAB-Related_Disorders	3
Frontonasal_dysplasia_3	3
Hand_muscle_atrophy	3
Focal_facial_dermal_dysplasia_3	3
Fluorouracil_response	3
Fetal_hemoglobin_quantitative_trait_locus_6	3
Fetal_cystic_hygroma	3
Fasting_plasma_glucose_level_quantitative_trait_locus_5	3
Fanconi_Anemia	3
Gastrointestinal_obstruction	3
Gemcitabine_response	3
Generalized_choriocapillaris_dystrophy	3
Generalized_joint_laxity	3
Generalized_neonatal_hypotonia	3
Genu_valgum	3
Gingival_overgrowth	3
Global_developmental_delay_-_lung_cysts_-_overgrowth_-_Wilms_tumor_syndrome	3
Glutaric_acidemia_IIA	3
Glycine_N-methyltransferase_deficiency	3
Glycosylphosphatidylinositol_biosynthesis_defect_17	3
Guillain-Barre_syndrome	3
HADHA-Related_Disorders	3
HEMOPHAGOCYTIC_LYMPHOHISTIOCYTOSIS	3
HYPERTRIGLYCERIDEMIA_2	3
HYPOGONADOTROPIC_HYPOGONADISM_21_WITH_ANOSMIA	3
Hamartoma	3
Combined_oxidative_phosphorylation_deficiency_37	3
Coat_hanger_sign_of_ribs	3
IFAP_syndrome_2	3
Amyotrophic_lateral_sclerosis_1	3
Ankyloglossia	3
Ankyloblepharon-ectodermal_defects	3
Aniridia_3	3
Anhaptoglobinemia	3
Angiosarcoma	3
Anaplastic_ependymoma	3
Alpha_plus_thalassemia	3
Anosmia	3
Alopecia_of_scalp	3
Alcoholism	3
Agenesis_of_maxillary_lateral_incisor	3
Age-related_macular_degeneration_13	3
Advanced_sleep_phase_syndrome	3
Adrenocortical_tumor	3
Anomalous_origin_of_coronary_artery_from_the_pulmonary_artery	3
Antisynthetase_syndrome	3
Acute_megakaryoblastic_leukemia_without_down_syndrome	3
Atypical_mycobacteriosis	3
Autosomal_recessive_congenital_ichthyosis_8	3
Autosomal_recessive_axonal_hereditary_motor_and_sensory_neuropathy	3
Autosomal_dominant_lamellar_ichthyosis	3
Autosomal_dominant_intermediate_Charcot-Marie-Tooth_disease	3
Autoimmune_polyglandular_syndrome_type_1	3
Atypical_teratoid/rhabdoid_tumor	3
Atrophic_scars	3
Aplasia/Hypoplasia_of_the_corpus_callosum	3
Atrioventricular_block	3
Atopy	3
Asymmetry_of_the_thorax	3
Arthrogryposis_multiplex_congenita_5	3
Aplasia_cutis_congenita	3
Aplasia/Hypoplasia_of_the_nails	3
Acute_rhabdomyolysis	3
Acquired_immunodeficiency_syndrome	3
Coarctation_of_aorta	3
APC-mutation_negative_familial_colorectal_cancer	3
Abnormal_brainstem_morphology	3
Abnormal_basal_ganglia_MRI_signal_intensity	3
Abnormal_autonomic_nervous_system_physiology	3
Abdominal_pain	3
Abdominal_distention	3
ASHER	3
ALZAHRANI-KUWAHARA_SYNDROME	3
Abnormal_cerebellum_morphology	3
ALDH18A1_deficiency	3
AIPL1-Related_Disorders	3
ACTL6A-related_BAFopathy	3
ACTA1-related_myopathies	3
ABCD_syndrome	3
ABCA1-Related_Disorders	3
Abnormal_cellular_immune_system_morphology	3
Abnormal_dental_enamel_morphology	3
Achilles_tendon_contracture	3
Abnormality_of_the_diaphragm	3
Acetyl-CoA:_carboxylase_deficiency	3
Acampomelic_campomelic_dysplasia	3
Absent_epiphyses	3
Abnormality_of_the_tongue	3
Abnormality_of_the_ovary	3
Abnormality_of_the_kidney	3
Abnormality_of_the_cervical_spine	3
Abnormal_globus_pallidus_morphology	3
Abnormality_of_skin_pigmentation	3
Abnormality_of_skeletal_morphology	3
Abnormality_of_finger	3
Abnormal_renal_pelvis_morphology	3
Abnormal_pattern_of_respiration	3
Abnormal_macular_morphology	3
Autosomal_recessive_sensorineural_hearing_loss	3
Autosomal_recessive_severe_congenital_neutropenia	3
Autosomal_recessive_spastic_ataxia	3
Capillary_hemangioma	3
Cerebellar_cyst	3
Central_scotoma	3
Central_areolar_choroidal_dystrophy	3
Celiac_disease_3	3
Carpal_tunnel_syndrome_2	3
Capillary_malformation	3
Cap_myopathy_2	3
Cerebral-cerebellar-coloboma_syndrome	3
CTSC-Related_Disorders	3
CTNNB1-related_syndromic_intellectual_disability	3
CRANIOSYNOSTOSIS_7	3
COL4A3-Related_Disorders	3
COL2A1-related_disorders	3
COL1A2-Related_Disorders	3
Cerebellar_malformation	3
Cerebral_arteriopathy_with_subcortical_infarcts_and_leukoencephalopathy_1	3
Autosomal_recessive_woolly_hair_3	3
Chronic_mucocutaneous_candidiasis	3
Coagulation_factor_deficiency_syndrome	3
Clinodactyly	3
Cleft_upper_lip	3
Cleft_lip/palate	3
Citrullinuria	3
Chronic_pain	3
Chondrodysplasia-pseudohermaphroditism_syndrome	3
Cerebrofacial_Vascular_Metameric_Syndrome_(CVMS)	3
Cholestatic_liver_disease	3
Chitayat_syndrome	3
Childhood_hepatocellular_carcinoma	3
Charcot-Marie-Tooth_disease_type_5	3
Charcot-Marie-Tooth_disease_type_4B2_with_early-onset_glaucoma	3
Cerebroretinal_microangiopathy_with_calcifications_and_cysts	3
CEREBRAL_CAVERNOUS_MALFORMATIONS_4	3
CENTRAL_HYPOVENTILATION_SYNDROME	3
CCR5_POLYMORPHISM	3
Barber-Say_syndrome	3
Bifid_ribs	3
Bicoronal_synostosis	3
Bethlem_myopathy	3
Benign_familial_neonatal-infantile_seizures	3
Barrett_esophagus/esophageal_adenocarcinoma	3
Bardet-Biedl_syndrome_18	3
BLOOD_GROUP--SWANN_SYSTEM	3
CATARACTS	3
BLOOD_GROUP--LUTHERAN_NULL	3
BLOOD_GROUP--DIEGO_SYSTEM	3
BETHLEM_MYOPATHY_1	3
BCOR-related_disorders	3
BCL11A-related_BAFopathy	3
Azorean_disease	3
Bilateral_cleft_lip	3
Bilateral_cleft_palate	3
Bilateral_renal_agenesis	3
Bilateral_right-sidedness_sequence	3
Bilateral_single_transverse_palmar_creases	3
Bilateral_talipes_equinovarus	3
Biliary	3
Bone_mineral_density_quantitative_trait_locus_15	3
Bone_mineral_density_quantitative_trait_locus_16	3
Bone_mineral_density_variation_quantitative_trait_locus	3
Bothnia_retinal_dystrophy	3
Brachyolmia	3
Broad_forehead	3
Bronchomalacia	3
CANCER	3
CARBONIC_ANHYDRASE_II_VARIANT	3
CASK-Related_Disorder	3
Hypsarrhythmia	3
weakened_D_expression_by_serology	3
Inclusion_body_myopathy_with_early-onset_paget_disease_with_or_without_frontotemporal_dementia_3	3
Idiopathic_camptocormia	3
Impaired_distal_proprioception	3
Isolated_Noncompaction_of_the_Ventricular_Myocardium	3
Isolated_Pierre-Robin_syndrome	3
Immunodeficiency_53	3
IMMUNODEFICIENCY_87_AND_AUTOIMMUNITY	3
Increased_histidine	3
Immunodeficiency_81	3
Intellectual_developmental_disorder_with_hypertelorism_and_distinctive_facies	3
Imperforate_anus	3
Involuntary_movements	3
Intrahepatic_cholangiocarcinoma	3
Insomnia	3
Immunodeficiency_75	3
Intellectual_disability_and_seizures	3
Impaired_ADP-induced_platelet_aggregation	3
Increased_nuchal_translucency	3
Intestinal_pseudo-obstruction	3
Infantile_epileptic_dyskinetic_encephalopathy	3
Infantile_nephropathic_cystinosis	3
Increased_mean_platelet_volume	3
Immunodeficiency_13	3
INFLTR8	3
Impaired_intellectual_development_and_distinctive_facial_features_with_cardiac_defects	3
Increased_left_ventricular_wall_thickness	3
Increased_circulating_IgE_level	3
Isolated_anophthalmia-microphthalmia_syndrome	3
Intellectual_developmental_disorder_with_severe_speech_and_ambulation_defects	3
Immunodeficiency_15a	3
Isolated_unilateral_hemispheric_cerebellar_hypoplasia	3
Inflammatory_bowel_disease_13	3
Intellectual_developmental_disorder_with_short_stature_and_variable_skeletal_anomalies	3
Optic_nerve_hypoplasia_and_abnormalities_of_the_central_nervous_system	2
Oral_cavity_telangiectasia	2
CHRNA3-related_condition	2
Slightly_reduced_reflexes	2
Slit-like_opening_of_the_exterior_auditory_meatus	2
Optic_disc_drusen	2
CIC-related_neurodevelopmental_disorders	2
CNGB3-Related_Disorders	2
IFIH1-related_immunodeficiency	2
CNOT1-Related_Disorder	2
Skin_erosion	2
COPB2-related_condition	2
CONGENITAL_DISORDER_OF_GLYCOSYLATION	2
CONE-ROD_DYSTROPHY_22	2
Osteopoikilosis_with_melorheostosis	2
Glycogen_storage_disease_type_IXc	2
Sideroblastic_anemia_1	2
COL7A1-related_epidermolysis_bullosa	2
Gout	2
COL6A3-related_phenotype	2
Simplified_gyral_pattern	2
Osteogenesis_imperfecta_type_1	2
Granulosa_cell_tumor_of_the_ovary	2
COL2A1-related_skeletal_dysplasia	2
Sinus_bradycardia	2
Gyrate_atrophy_of_choroid_and_retina_with_pyridoxine-responsive_ornithinemia	2
Ossifying_fibroma_of_the_jaw	2
Orthostatic_hypotension_2	2
HEATR5B-associated_Pontocerebellar_hypoplasia	2
Small_cell_carcinoma_of_the_ovary	2
COGNITIVE_IMPAIRMENT_WITHOUT_CEREBELLAR_ATAXIA	2
Orofacial_dyskinesia	2
COL11A1-Related_Disorders	2
KDM5B-Related_Disorder	2
CHOLECYSTOKININ_A_RECEPTOR_POLYMORPHISM	2
Brain_tumor-polyposis_syndrome_2	2
Bulbar_palsy	2
Bruxism	2
Bronze_diabetes	2
Broad_thumb	2
Spastic_paraplegia_81	2
Brisk_reflexes	2
Breech_presentation	2
Breasts_and/or_nipples	2
Brainstem_dysplasia	2
Novel_PIP5K1C-related_neurodevelopmental_disorder	2
OSTEOGENESIS_IMPERFECTA	2
Norum_disease	2
Bradykinesia	2
Spermatocytic_seminoma	2
Bowen-Conradi_syndrome	2
Spermatogenic_failure_12	2
KCNJ10-Related_Disorders	2
Bone_marrow_failure_syndrome_6	2
Noonan_syndrome-like_disorder_with_loose_anagen_hair	2
Spermatogenic_failure_27	2
OPTN-Related_Disorders	2
C3HEX	2
CHD8-Related_Disorders	2
Oculopharyngeal_myopathy_with_leukoencephalopathy_1	2
Optic_atrophy_11	2
Open_mouth	2
CHD3-Related_Disorder	2
CHD2-Related_Disorder	2
Oocyte_maturation_defect_10	2
Snowflake_vitreoretinal_degeneration	2
Oocyte_maturation_defect	2
Okt4_epitope_deficiency	2
KCNT2-related_condition	2
CALVARIAL_DOUGHNUT_LESIONS_WITH_BONE_FRAGILITY_AND_SPONDYLOMETAPHYSEAL_DYSPLASIA	2
OVARIAN_DYSGENESIS_9	2
Oculoauricular_syndrome	2
CACNA1C-related_condition	2
Ocular_coloboma	2
CACNA1A-related_condition	2
CACNA1A-Related_Disorder	2
C8orf37-Related_Disorders	2
Obstructive_sleep_apnea_syndrome	2
C4a_deficiency	2
Obsessive-compulsive_behavior	2
Glutathione_synthetase_deficiency_of_erythrocytes	2
Ovarian_dysgenesis_5	2
Glutaric_acidemia_IIB	2
Gastrointestinal_stromal_tumor_of_small_intestine	2
Gastrostomy_tube_feeding_in_infancy	2
PROM1-Related_Disorders	2
Serum_amyloid_a_variant	2
Severe_SARS-CoV-2_infection	2
Cavitary_optic_disc_anomalies	2
PRIMARY_OVARIAN_FAILURE_8	2
Cavernous_sinus_meningioma	2
Severe_brain_malformation	2
Cataract_43	2
POMT1-Related_Disorders	2
Cataplexy	2
Cartilage-Hair_Hypoplasia-Anauxetic_Dysplasia_Spectrum_Disorders	2
POLR3-related_leukodystrophy	2
Carotid_artery_occlusion	2
Carotid_artery_dissection	2
Carious_teeth	2
Severe_hydrops_fetalis	2
Cardiofacioneurodevelopmental_syndrome	2
POC1A-related_syndrome	2
Cardiac_shunt	2
PLK4-related_microcephaly_and_growth_failure_with_or_without_ocular_features	2
Sepsis	2
Gastrointestinal_polyposis	2
Otopalatodigital_spectrum_disorder	2
LUO-SCHOCH-YAMAMOTO_SYNDROME	2
Cerebral_hemorrhage	2
Pancreatic_cancer	2
GP130-deficient_hyper-IgE_syndrome	2
Kabuki-like_syndrome	2
Palpitations	2
GRIA3-related_complex_neurodevelopmental_disorder	2
GRIA4-related_neurodevelopmental_disorder	2
GRIN1-Related_Disorder	2
Cerebellar_hypoplasia_and_mental_retardation_with_or_without_quadrupedal_locomotion_1	2
Cerebellar_hemisphere_hypoplasia	2
Pain_insensitivity	2
Cerebellar_hemangioblastoma	2
LTBP2-related_Disorder	2
Gamma-glutamylcysteine_synthetase_deficiency	2
Ganglioglioma	2
Cerebellar_ataxia_and_mental_retardation_with_quadrupedal_locomotion_1	2
Sensorineural_deafness_with_mild_renal_dysfunction	2
PURA_Syndrome	2
Cephalocele	2
Gastrointestinal_carcinoma	2
PTPN11-related_disorder	2
PLEC-related_epidermolysis_bullosa	2
Severe_neurodevelopmental_delay	2
Severe_sensorineural_hearing_impairment	2
Sex_cord-stromal_tumor	2
Short_neck	2
CYP2C8_POLYMORPHISM	2
Short_sleep	2
PARKINSONISM_WITH_POLYNEUROPATHY	2
PARAOXONASE_2_POLYMORPHISM	2
Genu_varum	2
CSNK2B-related_intellectual_disability_with_or_without_epilepsy	2
Germ_cell_tumor_of_testis	2
Short_telomere_length	2
Giant_axonal_neuropathy_2	2
Shortening_of_all_phalanges_of_fingers	2
Overfolding_of_the_superior_helices	2
Gingival_fibromatosis-hypertrichosis_syndrome	2
Glabellar_hemangioma	2
Ovarian_dysgenesis_6	2
Spermatogenic_failure_29	2
Global_proximal_tubulopathy	2
Glomerulopathy	2
Ovarian_Serous_Surface_Papillary_Adenocarcinoma	2
Glucocorticoid_deficiency_5	2
CRELD1-related_condition	2
PDS5A-related_disorder	2
Short_lower_limbs	2
Short_lingual_frenulum	2
Generalized_epilepsy_with_febrile_seizures_plus_type_5	2
Short-rib_thoracic_dysplasia_10_with_polydactyly	2
KIF7-related_ciliopathy_spectrum_disorder	2
Cap_myopathy_1	2
Camptosynpolydactyly	2
Camptodactyly_of_finger	2
PI_M1-ALA213	2
Camptodactyly	2
Short-rib_thoracic_dysplasia_7/20_with_polydactyly	2
Short-rib_thoracic_dysplasia_without_polydactyly	2
PISD-related_mitochondrial_disease	2
PEPTIDE_TRANSPORTER_PSF1_POLYMORPHISM	2
Short_QT_Syndrome_5	2
Generalized_hyperreflexia	2
Generalized_hypertrichosis	2
PIGQ-related_condition	2
PI	2
Short_chin	2
Generalized_hypopigmentation	2
PEX6-Related_Disorders	2
Short_finger	2
Bone_Mineral_Density_Variation	2
Bjornstad_syndrome_with_mild_mitochondrial_complex_III_deficiency	2
Bombay_phenotype	2
Arrhythmogenic_ventricular_cardiomyopathy	2
HEMOGLOBIN_I_(TEXAS)	2
TLR4_POLYMORPHISM	2
Myotonia_fluctuans	2
TMEM216-Related_Disorders	2
TMEM53-related_craniotubular_dysplasia	2
Myositis	2
Arterial_tortuosity	2
TMEM94-related_condition	2
TOMM70-related_neurodevelopmental_disorder	2
Arrhythmogenic_cardiomyopathy	2
TKFC_deficiency	2
TPM2-Related_Disorders	2
Aromatase_excess_syndrome	2
Areflexia_of_lower_limbs	2
Myofibrillar_myopathy_10	2
Myoclonic_epilepsy_myopathy_sensory_ataxia	2
TRPV4-related_bone_disorder	2
TRRAP-Related_Disorder	2
Myoclonic_absence_seizure	2
Myocarditis	2
Myotonic_dystrophy_type_2	2
HEMOGLOBIN_I_(SKAMANIA)	2
NEUROPATHY	2
TAF1-related_syndromic_intellectual_disability	2
Asperger_syndrome_X-linked_2	2
Ascites	2
NEURODEVELOPMENTAL_DISORDER_WITH_MICROCEPHALY	2
Arylsulfatase_a_pseudodeficiency	2
HEMOGLOBIN_H_HYDROPS_FETALIS_SYNDROME	2
HEMOGLOBIN_I	2
T-lymphocyte_deficiency	2
NEURODEVELOPMENTAL_DISORDER_WITH_HYPERKINETIC_MOVEMENTS_WITHOUT_SEIZURES	2
NEURODEVELOPMENTAL_DISORDER_WITH_HYPERKINETIC_MOVEMENTS_AND_DYSKINESIA	2
Arthyrgryposis	2
NAGA-Related_Disorders	2
NEURODEVELOPMENTAL_DISORDER_WITHOUT_AUTISM_OR_SEIZURES	2
HEMOGLOBIN_I_(BURLINGTON)	2
Intermediate_muscular_dystrophy	2
NDUFV1-Related_Disorders	2
TCTN2-Related_Disorders	2
HEMOGLOBIN_I_(PHILADELPHIA)	2
NBEA-related_intellectual_disability	2
Arthrogryposis_multiplex_congenita_2	2
Arthrogryposis-like_hand_anomaly	2
TSPEAR-related_disorder_of_tooth_and_hair_follicle_morphogenesis	2
TSPOAP1-related_Dystonia	2
TTC21B-Related_Disorders	2
Mucopolysacchariduria	2
Multiple_congenital_anomalies-hypotonia-seizures_syndrome	2
Thick_eyebrow	2
Thick_vermilion_border	2
Joubert_syndrome_36	2
Aniridia_2	2
Multicentric_Osteolysis-Nodulosis-Arthropathy_(MONA)_Spectrum_Disorders	2
Thoracic_kyphoscoliosis	2
Angiofibroma	2
Angioedema_induced_by_ACE_inhibitors	2
Anencephaly_1	2
Arachnoid_cyst	2
Androgen_insensitivity	2
Anadysplasia-like	2
Amyotrophic_lateral_sclerosis_20	2
Amyotrophic_lateral_sclerosis-parkinsonism-dementia_complex	2
Amenorrhea	2
Alzheimer_disease_18	2
Thyroid_dyshormonogenesis	2
Morbid_obesity_and_spermatogenic_failure	2
Morbid_obesity	2
Intervertebral_disc_disease	2
Thecoma	2
Anterior_creases_of_earlobe	2
Tethered_cord	2
Myelofibrosis_with_myeloid_metaplasia	2
Aqueductal_stenosis	2
Myelitis	2
TUBB3-related_tubulinopathy	2
Apocrine_gland_secretion	2
Talipes_valgus	2
Muscular_dystrophy-dystroglycanopathy_(congenital_with_impaired_intellectual_development)	2
Aplasia/hypoplasia_of_the_femur	2
Aplasia/hypoplasia_involving_bones_of_the_lower_limbs	2
Tay-sachs_disease	2
Internal_carotid_artery_dissection	2
Telangiectasia_of_the_skin	2
Multiple_synostoses_syndrome_4	2
Multiple_sclerosis_susceptibility	2
Multiple_sclerosis_modifier_of_disease_progression	2
Multiple_mitochondrial_dysfunctions_syndrome_5	2
Teratoma	2
Tessadori-van_Haaften_neurodevelopmental_syndrome_1	2
Testicular_disorder	2
NEUROFACIOSKELETAL_SYNDROME_WITHOUT_RENAL_AGENESIS	2
Aspergillosis	2
Nonsyndromic_hypergonadotropic_hypogonadism	2
Baralle-Macken_syndrome	2
Beukes_hip_dysplasia	2
Neuroendocrine_tumor_of_pancreas	2
Neurodevelopmental_disorder_without_autism_with_seizures	2
Benign_Rolandic_epilepsy	2
Spinocerebellar_ataxia_type_15/16	2
Bche	2
Barrel-shaped_chest	2
Bardet-biedl_syndrome_1/2	2
Spinocerebellar_atrophy	2
Bacteremia	2
Spinal_muscular_atrophy_with_lower_extremity_predominance	2
Babinski_sign	2
Neurodevelopmental_disorder_with_microcephaly_and_dysmorphic_facies	2
B_lymphoblastic_leukemia_lymphoma	2
B_Lymphoblastic_Leukemia/Lymphoma_with_Hypodiploidy	2
Neurodevelopmental_disorder_with_ataxia	2
BCHE	2
Axial_myopathy	2
Axenfeld-Rieger_syndrome	2
Status_epilepticus	2
Rajab_interstitial_lung_disease_with_brain_calcifications_2	2
Inner_ear_malformation	2
NEXN-Related_Disorders	2
Cerebral_hypoplasia	2
Body_mass_index_quantitative_trait_locus_9	2
Body_mass_index_quantitative_trait_locus_4	2
Blue_rubber_bleb_nevus	2
Nonpersistence_of_intestinal_lactase	2
Non-syndromic_intellectual_disability	2
Spermatogenic_failure_47	2
Bladder_exstrophy	2
HEMOGLOBIN_CLINICO-MADRID	2
Spermatogenic_failure_51	2
Biventricular_noncompaction_cardiomyopathy	2
Bifid_uvula	2
Birbeck_granule_deficiency	2
Niemann-pick_disease	2
Bipolar_affective_disorder	2
Spermatogenic_failure_8	2
Nicotine_addiction	2
KCNE2-Related_Disorders	2
Nevus_comedonicus	2
Bilateral_microphthalmos	2
Spina_bifida	2
Avellino_corneal_dystrophy	2
Neurocutaneous_melanocytosis	2
Stenosis_of_the_external_auditory_canal	2
Atrial_septal_defect_8	2
Attenuated_frontometaphyseal_dysplasia	2
Narrow_forehead	2
Attention_deficit-hyperactivity_disorder_7	2
Narcolepsy_7	2
Atrophy/Degeneration_affecting_the_brainstem	2
Nanophthalmos	2
Atrial_standstill_2	2
Nail_dysplasia	2
Nail_disease	2
Naegeli-Franceschetti-Jadassohn_syndrome	2
Stereotypical_hand_wringing	2
NT5E-Related_Disorder	2
Ataxia_telangiectasi	2
Ataxia-telangiectasia_without_immunodeficiency	2
Ataxia-telangiectasia-like_disorder_2	2
NPHP1-Related_Disorders	2
Asthma_and_atopy	2
Systemic_lupus_erythematosus_10	2
Aspiration_pneumonia	2
